,x,y
0,13.514285714285554,151
1,13.62142857142841,150
2,13.72857142857127,149
3,13.835714285714127,149
4,13.942857142856983,149
5,14.04999999999984,151
6,14.157142857142697,152
7,14.264285714285556,154
8,14.371428571428414,154
9,14.47857142857127,155
10,14.585714285714126,156
11,14.692857142856983,156
12,14.79999999999984,158
13,14.907142857142698,161
14,15.014285714285556,161
15,15.121428571428412,157
16,15.22857142857127,158
17,15.335714285714126,159
18,15.442857142856983,159
19,15.54999999999984,158
20,15.657142857142698,157
21,15.764285714285556,156
22,15.871428571428412,156
23,15.978571428571268,157
24,16.085714285714126,157
25,16.192857142856983,157
26,16.29999999999984,157
27,16.4071428571427,157
28,16.514285714285556,156
29,16.62142857142841,156
30,16.728571428571268,156
31,16.835714285714126,155
32,16.942857142856983,154
33,18.764285714285556,139
34,18.871428571428414,138
35,18.978571428571268,137
36,19.085714285714126,136
37,19.192857142856983,135
38,19.29999999999984,134
39,19.4071428571427,134
40,21.22857142857127,181
41,21.33571428571413,179
42,21.442857142856987,178
43,21.54999999999984,178
44,21.6571428571427,180
45,21.764285714285556,181
46,21.871428571428414,183
47,21.97857142857127,184
48,22.085714285714133,185
49,22.192857142856987,186
50,22.299999999999844,187
51,22.407142857142702,186
52,22.621428571428414,193
53,22.72857142857127,198
54,22.83571428571413,199
55,22.942857142856987,198
56,23.04999999999984,197
57,23.1571428571427,197
58,23.264285714285556,197
59,23.371428571428417,197
60,23.47857142857127,196
61,23.58571428571413,195
62,23.692857142856987,194
63,23.799999999999844,193
64,23.907142857142702,193
65,24.014285714285556,193
66,24.121428571428414,194
67,24.22857142857127,196
68,24.335714285714126,198
69,24.442857142856983,100
70,24.549999999999844,100
71,24.657142857142702,101
72,33.12142857142841,119
73,33.22857142857127,119
74,33.33571428571413,118
75,33.44285714285699,116
76,33.54999999999984,115
77,33.6571428571427,114
78,33.764285714285556,113
79,33.87142857142842,111
80,33.97857142857127,110
81,34.085714285714126,109
82,34.19285714285699,109
83,34.29999999999984,108
84,34.4071428571427,108
85,34.51428571428556,107
86,34.62142857142842,106
87,34.72857142857127,105
88,34.83571428571413,104
89,34.94285714285699,104
90,35.04999999999984,105
91,35.1571428571427,104
92,35.264285714285556,105
93,35.37142857142841,104
94,35.47857142857127,103
95,35.585714285714126,104
96,35.69285714285699,104
97,35.79999999999985,103
98,35.9071428571427,103
99,36.014285714285556,103
100,36.12142857142842,104
101,36.22857142857127,104
102,47.692857142856994,114
103,47.79999999999984,118
104,47.9071428571427,118
105,48.014285714285556,116
106,48.12142857142842,116
107,48.22857142857127,115
108,48.33571428571413,115
109,48.44285714285698,115
110,48.54999999999984,115
111,48.657142857142695,115
112,48.764285714285556,114
113,48.87142857142842,114
114,48.97857142857127,114
115,49.08571428571413,115
116,49.19285714285699,114
117,49.29999999999985,115
118,49.4071428571427,115
119,49.51428571428556,115
120,49.62142857142841,115
121,49.72857142857127,115
122,49.835714285714126,115
123,49.94285714285699,115
124,50.04999999999984,115
125,50.1571428571427,115
126,50.26428571428556,115
127,50.37142857142841,115
128,50.47857142857127,115
129,50.585714285714126,114
130,50.69285714285699,114
131,50.79999999999984,115
132,50.9071428571427,114
133,51.014285714285556,113
134,51.12142857142842,113
135,51.22857142857127,112
136,51.33571428571413,112
137,51.442857142856994,112
138,51.54999999999984,112
139,51.6571428571427,113
140,51.764285714285556,113
141,51.87142857142842,113
142,51.97857142857127,113
143,52.08571428571413,113
144,52.19285714285698,112
145,52.29999999999984,112
146,52.407142857142695,112
147,52.514285714285556,112
148,52.62142857142842,112
149,52.72857142857127,111
150,52.83571428571413,111
151,52.94285714285699,111
152,53.04999999999985,111
153,53.1571428571427,111
154,53.26428571428556,111
155,53.37142857142841,111
156,53.47857142857127,111
157,53.585714285714126,111
158,53.69285714285699,112
159,53.79999999999984,112
160,53.9071428571427,112
161,54.01428571428556,112
162,54.12142857142841,111
163,54.22857142857127,109
164,54.335714285714126,111
165,54.44285714285699,113
166,54.54999999999984,113
167,54.6571428571427,112
168,54.764285714285556,112
169,54.87142857142842,112
170,54.97857142857127,112
171,90.442857142857,162
172,90.54999999999984,160
173,90.6571428571427,159
174,90.76428571428556,159
175,90.87142857142842,158
176,90.97857142857126,156
177,91.62142857142841,163
178,91.72857142857127,162
179,91.83571428571413,160
180,91.94285714285698,154
181,92.79999999999986,174
182,92.9071428571427,169
183,93.01428571428556,168
184,93.12142857142842,167
185,93.22857142857129,166
186,93.33571428571412,165
187,101.26428571428556,124
188,101.37142857142841,122
189,101.47857142857127,119
190,101.58571428571413,118
191,101.692857142857,117
192,101.79999999999984,116
193,101.9071428571427,116
194,102.01428571428556,116
195,102.12142857142842,116
196,102.22857142857126,116
197,102.33571428571412,116
198,102.44285714285698,116
199,102.54999999999984,115
200,102.6571428571427,114
201,102.76428571428555,113
202,102.87142857142841,113
203,102.97857142857127,113
204,103.08571428571413,113
205,103.19285714285698,113
206,103.29999999999984,112
207,103.4071428571427,111
208,103.51428571428556,112
209,103.62142857142841,111
210,103.72857142857127,111
211,103.83571428571413,111
212,103.942857142857,110
213,104.04999999999986,110
214,104.1571428571427,109
215,104.26428571428556,109
216,104.37142857142842,109
217,104.47857142857129,109
218,104.58571428571412,109
219,104.69285714285698,109
220,104.79999999999984,109
221,104.9071428571427,109
222,105.01428571428556,108
223,105.12142857142841,108
224,105.22857142857127,108
225,105.33571428571413,108
226,105.442857142857,108
227,105.54999999999984,108
228,105.6571428571427,108
229,105.76428571428556,108
230,105.87142857142842,108
231,105.97857142857126,107
232,106.08571428571412,107
233,106.19285714285698,107
234,113.58571428571412,131
235,113.69285714285698,128
236,113.79999999999984,124
237,113.9071428571427,120
238,114.01428571428555,119
239,114.12142857142841,118
240,114.22857142857127,118
241,114.33571428571413,117
242,114.44285714285698,116
243,114.54999999999984,116
244,114.6571428571427,115
245,114.76428571428556,115
246,114.87142857142841,114
247,114.97857142857127,114
248,115.08571428571413,113
249,115.192857142857,113
250,115.29999999999986,112
251,115.4071428571427,111
252,115.51428571428556,111
253,115.62142857142842,111
254,115.72857142857129,110
255,115.83571428571412,110
256,115.94285714285698,109
257,116.04999999999984,109
258,116.1571428571427,109
259,116.26428571428556,109
260,116.37142857142841,109
261,116.47857142857127,109
262,116.58571428571413,108
263,116.692857142857,108
264,116.79999999999984,107
265,116.9071428571427,107
266,117.01428571428556,107
267,117.12142857142842,107
268,117.22857142857126,106
269,117.33571428571412,107
270,117.44285714285698,106
271,117.54999999999984,106
272,117.6571428571427,107
273,117.76428571428555,107
274,117.87142857142841,107
275,117.97857142857127,108
276,118.08571428571413,110
277,118.19285714285698,111
278,118.29999999999984,112
279,118.4071428571427,113
280,118.51428571428556,111
281,118.62142857142841,108
282,120.6571428571427,124
283,120.76428571428556,124
284,120.87142857142842,122
285,120.97857142857126,120
286,121.08571428571412,120
287,121.19285714285698,120
288,121.29999999999984,120
289,121.4071428571427,120
290,121.51428571428555,120
